article_number,article_title,article_text,book,title,chapter,section,annotations
440,Efectele stabilirii filiației asupra unui proces penal,"În cazul infracțiunilor a căror calificare presupune existența unui raport de filiație care nu este legal stabilit, hotărârea penală nu poate fi pronunțată înainte de rămânerea definitivă a hotărârii civile privitoare la raportul de filiație.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea 1 Stabilirea filiației,
441,Regimul filiației,"(1) Reproducerea umană asistată medical cu terț donator nu determină nicio legătură de filiație între copil și donator.
(2) În acest caz, nicio acțiune în răspundere nu poate fi pornită împotriva donatorului.
(3) Părinți, în sensul dat de prezenta secțiune, nu pot fi decât un bărbat și o femeie sau o femeie singură.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
442,Condiții,"(1) Părinții care, pentru a avea un copil, doresc să recurgă la reproducerea asistată medical cu terț donator trebuie să își dea consimțământul în prealabil, în condiții care să asigure deplina confidențialitate, în fața unui notar public care să le explice, în mod expres, consecințele actului lor cu privire la filiație.
(2) Consimțământul rămâne fără efect în cazul decesului, al formulării unei cereri de divorț sau al separației în fapt, survenite anterior momentului concepțiunii realizate în cadrul reproducerii umane asistate medical. El poate fi revocat oricând, în scris, inclusiv în fața medicului chemat să asigure asistența pentru reproducerea cu terț donator.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
443,Contestarea filiației,"(1) Nimeni nu poate contesta filiația copilului pentru motive ce țin de reproducerea asistată medical și nici copilul astfel născut nu poate contesta filiația sa.
(2) Cu toate acestea, soțul mamei poate tăgădui paternitatea copilului, în condițiile legii, dacă nu a consimțit la reproducerea asistată medical realizată cu ajutorul unui terț donator.
(3) În cazul în care copilul nu a fost conceput în acest mod, dispozițiile privind tăgăduirea paternității rămân aplicabile.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
444,Răspunderea tatălui,"Cel care, după ce a consimțit la reproducerea asistată medical cu terț donator, nu recunoaște copilul astfel născut în afara căsătoriei răspunde față de mamă și față de copil. În acest caz, paternitatea copilului este stabilită pe cale judecătorească în condițiile art. 411 și 423.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
445,Confidențialitatea informațiilor,"(1) Orice informații privind reproducerea umană asistată medical sunt confidențiale.
(2) Cu toate acestea, în cazul în care, în lipsa unor astfel de informații, există riscul unui prejudiciu grav pentru sănătatea unei persoane astfel concepute sau a descendenților acesteia, instanța poate autoriza transmiterea lor, în mod confidențial, medicului sau autorităților competente.
(3) De asemenea, oricare dintre descendenții persoanei astfel concepute poate să se prevaleze de acest drept, dacă faptul de a fi privat de informațiile pe care le cere poate să prejudicieze grav sănătatea sa ori pe cea a unei persoane care îi este apropiată.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
446,Raporturile dintre tată și copil,Tatăl are aceleași drepturi și obligații față de copilul născut prin reproducere asistată medical cu terț donator ca și față de un copil născut prin concepțiune naturală.,Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
447,Reguli aplicabile,"Reproducerea umană asistată medical cu terț donator, regimul său juridic, asigurarea confidențialității informațiilor care țin de aceasta, precum și modul de transmitere a lor se stabilesc prin lege specială.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 2-a Reproducerea umană asistată medical cu terț donator,
448,Egalitatea în drepturi a copiilor,"Copilul din afara căsătoriei a cărui filiație a fost stabilită potrivit legii are, față de fiecare părinte și rudele acestuia, aceeași situație ca și aceea a unui copil din căsătorie.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 3-a Situația legală a copilului,
449,Numele copilului din căsătorie,"(1) Copilul din căsătorie ia numele de familie comun al părinților săi.
(2) Dacă părinții nu au un nume comun, copilul ia numele unuia dintre ei sau numele lor reunite. În acest caz numele copilului se stabilește prin acordul părinților și se declară, odată cu nașterea copilului, la serviciul public comunitar local de evidență a persoanelor.
(la 20-04-2012, Alin. (2) al art. 449 a fost modificat de art. IX din LEGEA nr. 60 din 10 aprilie 2012, publicată în MONITORUL OFICIAL nr. 255 din 17 aprilie 2012, prin înlocuirea sintagmei ""serviciul de stare civilă"" cu sintagma ""serviciul public comunitar local de evidență a persoanelor"". )
(3) În lipsa acordului părinților, instanța de tutelă hotărăște și comunică de îndată hotărârea rămasă definitivă la serviciul public comunitar local de evidență a persoanelor unde a fost înregistrată nașterea.
(la 20-04-2012, Alin. (3) al art. 449 a fost modificat de art. IX din LEGEA nr. 60 din 10 aprilie 2012, publicată în MONITORUL OFICIAL nr. 255 din 17 aprilie 2012, prin înlocuirea sintagmei ""serviciul de stare civilă"" cu sintagma ""serviciul public comunitar local de evidență a persoanelor"". )",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 3-a Situația legală a copilului,
450,Numele copilului din afara căsătoriei,"(1) Copilul din afara căsătoriei ia numele de familie al aceluia dintre părinți față de care filiația a fost mai întâi stabilită.
(2) În cazul în care filiația a fost stabilită ulterior și față de celălalt părinte, copilul, prin acordul părinților, poate lua numele de familie al părintelui față de care și-a stabilit filiația ulterior sau numele reunite ale acestora. Noul nume de familie al copilului se declară de către părinți, împreună, la serviciul public comunitar local de evidență a persoanelor la care a fost înregistrată nașterea. În lipsa acordului părinților se aplică dispozițiile art. 449 alin. (3).
(la 20-04-2012, Alin. (2) al art. 450 a fost modificat de art. IX din LEGEA nr. 60 din 10 aprilie 2012, publicată în MONITORUL OFICIAL nr. 255 din 17 aprilie 2012, prin înlocuirea sintagmei ""serviciul de stare civilă"" cu sintagma ""serviciul public comunitar local de evidență a persoanelor"". )
(3) În cazul în care copilul și-a stabilit filiația în același timp față de ambii părinți, se aplică în mod corespunzător dispozițiile art. 449 alin. (2) și (3).",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul II Filiația,Secţiunea a 3-a Situația legală a copilului,
451,Noțiune,"Adopția este operațiunea juridică prin care se creează legătura de filiație între adoptator și adoptat, precum și legături de rudenie între adoptat și rudele adoptatorului.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea 1 Dispoziții generale,
452,Principiile adopției,"Adopția este supusă cumulativ următoarelor principii:
a) interesul superior al copilului;
b) necesitatea de a asigura creșterea și educarea copilului într-un mediu familial;
c) continuitatea creșterii și educării copilului, ținându-se seama de originea sa etnică, lingvistică, religioasă și culturală;
d) celeritatea în îndeplinirea oricăror acte referitoare la procedura adopției.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea 1 Dispoziții generale,
453,Adopția internațională,"Condițiile și procedura adopției internaționale, ca și efectele acesteia asupra cetățeniei copilului se stabilesc prin lege specială.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea 1 Dispoziții generale,
454,Procedura adopției,"(1) Adopția se încuviințează de către instanța de tutelă, dacă este în interesul superior al copilului și sunt îndeplinite toate celelalte condiții prevăzute de lege.
(2) Procedura adopției este reglementată prin lege specială.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea 1 Dispoziții generale,
455,Vârsta adoptatului,"(1) Copilul poate fi adoptat până la dobândirea capacității depline de exercițiu.
(2) Cu toate acestea, poate fi adoptată, în condițiile legii, și persoana care a dobândit capacitate deplină de exercițiu, dacă a fost crescută în timpul minorității de către cel care dorește să o adopte.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
456,Pluralitatea de adoptați - frați și surori,"Adopția fraților, indiferent de sex, de către persoane sau familii diferite se poate face numai dacă acest lucru este în interesul lor superior.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
457,Interzicerea adopției între frați,"Adopția între frați, indiferent de sex, este interzisă.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
458,Situația soților,"Adopția a 2 soți sau foști soți de către același adoptator sau familie adoptatoare, precum și adopția între soți sau foști soți sunt interzise.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
459,Capacitatea și starea de sănătate,"Persoanele care nu au capacitate deplină de exercițiu, precum și persoanele cu boli psihice și handicap mintal nu pot adopta.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
460,Diferența de vârstă,"(1) Adoptatorul trebuie să fie cu cel puțin 18 ani mai în vârstă decât adoptatul.
(2) Pentru motive temeinice, instanța de tutelă poate încuviința adopția chiar dacă diferența de vârstă dintre adoptat și adoptator este mai mică decât 18 ani, dar nu mai puțin de 16 ani.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
461,Condițiile morale și materiale,"(1) Adoptatorul sau familia adoptatoare trebuie să îndeplinească garanțiile morale și condițiile materiale necesare creșterii, educării și dezvoltării armonioase a copilului.
(2) Îndeplinirea condițiilor prevăzute la alin. (1) se atestă de către autoritățile competente, potrivit legii speciale.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
462,Adopția simultană sau succesivă,"(1) Două persoane nu pot adopta împreună, nici simultan și nici succesiv, cu excepția cazului în care sunt soț și soție.
(2) Cu toate acestea, o nouă adopție poate fi încuviințată atunci când:
a) adoptatorul sau soții adoptatori au decedat; în acest caz, adopția anterioară se consideră desfăcută pe data rămânerii definitive a hotărârii judecătorești de încuviințare a noii adopții;
b) adopția anterioară a încetat din orice alt motiv.
(3) Două persoane de același sex nu pot adopta împreună.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
463,Persoanele care consimt la adopție,"(1) Pentru încheierea unei adopții este necesar consimțământul următoarelor persoane:
a) părinții firești ori, după caz, tutorele copilului ai cărui părinți firești sunt decedați, necunoscuți, declarați morți sau dispăruți ori care beneficiază de consiliere judiciară sau tutelă specială și sunt în imposibilitatea de a-și manifesta voința din cauza lipsei discernământului, în condițiile legii;
(la 18-08-2022, Litera a) din Alineatul (1) , Articolul 463 , Subsectiunea 3. , Sectiunea a 2-a , Capitolul III , Titlul III , Cartea a II-a a fost modificată de Punctul 55, Articolul 7, Capitolul II din LEGEA nr. 140 din 17 mai 2022, publicată în MONITORUL OFICIAL nr. 500 din 20 mai 2022 )
b) adoptatul care a împlinit 10 ani;
c) adoptatorul sau, după caz, soții din familia adoptatoare, când aceștia adoptă împreună;
d) soțul celui care adoptă, cu excepția cazului în care lipsa discernământului îl pune în imposibilitatea de a-și manifesta voința.
(2) Nu este valabil consimțământul dat în considerarea promisiunii sau obținerii efective a unor foloase, indiferent de natura acestora.",Cartea a II-a Despre familie*),Titlul III Rudenia,Capitolul III Adopția,Secţiunea a 2-a Condițiile de fond ale adopției,
